name,phone,website,tipo_site,status
OdontoRochaCuritiba I Ortodontia e Estetica,(41) 3206-6081,http://www.odontorochacuritiba.com.br/,site próprio,200
Dra. Camila Xavier. Dentista em Curitiba.,(41) 99114-7171,https://dracamilaxavier.my.canva.site/dracamilaxavier,agregador/social,200
"Stories Odontologia | Especialistas em Aparelho Ortodontico, Facetas e Implantes no Centro de Curitiba",(41) 3079-4915,,sem site,
Tratamento de canal | Dra. Prescila Kublitski,(41) 99280-7536,https://centrodetratamentodecanal.com.br/,site próprio,200
Pro Dent,(41) 3248-1020,https://prodentcuritiba.com.br/,site próprio,200
Dr Bruno Pinho Schuller Dentista,(41) 99137-2043,https://dentistabrunocuritiba.com.br/agendamento?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa&gad_source=1&gclid=CjwKCAjwvvmzBhA2EiwAtHVrb8GkTAWBp-40G_VBGV0TkkRJpjxba-UCMvGv8n36wGBiL6WSXKemPBoCPRMQAvD_BwE,site próprio,200
IGC Odontologia,(41) 3248-8919,http://www.igcodontologia.com.br/,site próprio,200
Implante Batel Odontologia - Dentista em Curitiba,(41) 99258-7840,https://bit.ly/AtendimentoImplanteBatel,agregador/social,200
Dr Carlos Henrique Dias Ortodontia Curitiba,(41) 2112-3691,https://www.doctoralia.com.br/carlos-henrique-dias/dentista-ortodontista/curitiba,site próprio,200
Doutor do Povo Clinicas Odontologicas - Curitiba,(41) 3524-6030,https://doutordopovoclinicas.com.br/,site próprio,200
Dr. Solano Guerios - Dentista em Curitiba,(41) 98485-1212,,sem site,
Odontologia Assis,(41) 3248-4100,https://odontologiaassis.meudoutor.com/,site próprio,200
Consultorio Odontologico Odonto Criar,(41) 3253-4254,,sem site,
Delatorre Odontologia - Invisalign Curitiba,(41) 3015-7460,https://www.delatorre.odo.br/invisalign,site próprio,403
OdontoCompany,(41) 3264-8471,,sem site,
Abreu Correa Odontologia | Clinica de Dentista | Invisalign Doctor,(41) 99538-7962,,sem site,
Dra Marcia Cristina Zonatto | Dentista | Curitiba | Odontologia Bom Retiro,(41) 98703-1818,https://sites.google.com/d/1A03n7dGr9O0JRuW6mT4mhtABEC5MoUGD/p/1dvOMtgNsfBydQ7iNYk43TZ5NDduvdFrp/edit,agregador/social,200
CENPREORTO - Clinica de Odontologia e Ortodontia,(41) 99694-1111,http://www.cenpreorto.com.br/,site próprio,200
Joy Ortodontia,(41) 98505-4486,https://joyortodontia.com.br/,site próprio,406
Dentista Bairro Alto Dr. Newton Pooter,(41) 3367-7804,http://dentistanewtonpooter.com.br/,site próprio,200
Dr. Jean Brustolim - Dentista/Implantes Curitiba,(41) 98471-4421,,sem site,
Quality Odonto E Bem Estar,(41) 99759-3820,https://clinicaquality.com.br/,site próprio,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
Dr Pinho Odontologia,(41) 3342-2121,https://drpinho.com.br/,site próprio,200
Odonto Terceiro Milenio,(41) 3321-7150,https://odontoterceiromilenio.com.br/,site próprio,200
Odhos Odontologia Personalizada,(41) 3039-7400,http://www.odhos.com.br/,site próprio,406
Odontoale,(41) 98798-1915,http://odontoale.com.br/,site próprio,406
Dr. Jo Marcelino Mochizuki - Dentista,(41) 99107-1403,http://meudentenovo.com.br/,site próprio,200
OrtodontistaCuritiba Ortodontia Centro Civico Curitiba,(41) 3039-4120,https://www.ortodontistacuritiba.com/,site próprio,200
Paulo Fernando Otoni da Fonseca Filho,(41) 3779-2391,http://www.quatreodontologia.com.br/,site próprio,200
Zetola Dental Design,(41) 3024-2202,http://www.zetoladentaldesign.com.br/,site próprio,200
Dr. Giovanni de Carvalho - Ortodontia e Estetica - Curitiba/PR - Invisaling - Facetas em Resina - Alinhadores Invisiveis,(41) 98760-3515,https://giovannidecarvalho.com.br/,site próprio,"ERRO: HTTPSConnectionPool(host='giovannidecarvalho.com.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'giovannidecarvalho.com.br'. (_ssl.c:1000)"")))"
Dra. Bruna Rafaela Machado Odontologia,(41) 3206-4241,https://brunarafaelaodonto.com.br/,site próprio,200
Dentista Dra Marise Meyer,(41) 3356-2939,https://www.doctoralia.com.br/marise-meyer-jamur/dentista/curitiba,site próprio,200
Dr. Jordano Francio | Dentista em Curitiba | Dentista no Agua Verde,(41) 98755-5555,https://drjordanofrancio.com/,site próprio,404
Pro Dent,(41) 3233-3744,,sem site,
Clinica Odontologica,94063-5159,,sem site,
Dentista Curitiba,(41) 3015-0841,https://ortodontiacuritiba.com.br/,site próprio,200
Dra. Carolina Dreher - Dentista em Curitiba,(41) 99134-2466,,sem site,
Odontologia Integrada,(41) 3323-7325,http://odontologiacuritiba.net.br/,site próprio,"ERRO: HTTPConnectionPool(host='odontologiacuritiba.net.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EE0041880>: Failed to resolve 'odontologiacuritiba.net.br' ([Errno 11001] getaddrinfo failed)""))"
CLN Odontologia Especializada - Dentista em Curitiba,(41) 98529-3663,https://www.instagram.com/clnodontologia,agregador/social,200
Consultorio Odontologico Emergencias 24 hs Dr Marcelo Luis Barata Cirurgiao-Dentista,(41) 99721-6557,,sem site,
Clinica Odontologica MeuDentista,(41) 3019-8338,,sem site,
Dr. Jean Vegini - Dentista Curitiba,(41) 98834-6122,https://jeanpiervegini.com.br/,site próprio,"ERRO: HTTPSConnectionPool(host='jeanpiervegini.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013EE0042810>: Failed to resolve 'jeanpiervegini.com.br' ([Errno 11001] getaddrinfo failed)""))"
Dr Nicolae Carvalho de Paula,(41) 99947-4774,,sem site,
Dentista - Dr. Marcelo Kruger,(41) 99707-0297,,sem site,
WR Instituto Odontologico | Dr Walter Rosa | Implantes dentarios | protese protocolo | Dentista em Centro Civico Curitiba,(41) 99865-9034,https://www.wrinstitutoodontologico.com.br/,site próprio,200
Clinica Odontologica Dente Feliz,(41) 99770-4436,,sem site,
Ortosorriso Odontologia,(41) 3334-2929,http://ortosorriso.com.br/,site próprio,200
Dentista Dr. Fernando Makoto,(41) 99994-7444,,sem site,
Dentalimplantes Curitiba,(41) 98826-0524,https://dentalimplantes.com.br/,site próprio,406
Beltran Odonto,(41) 99235-3223,https://beltranodonto.com.br/,site próprio,406
Clinica Costin - Implante Dentario - Dentista no Centro de Curitiba,(41) 99971-5258,https://www.facebook.com/ClinicaCostinImplanteDentario,agregador/social,200
Clinica LiveDent,(41) 3024-8584,http://www.livedent.com.br/,site próprio,406
Ortosorriso Odontologia,(41) 3797-3000,http://www.ortosorriso.com.br/,site próprio,200
Dentista 24h em Curitiba,(41) 3264-1984,https://dentista24horascuritiba.com.br/,site próprio,200
Clinica Perfectta Odontologia,(41) 99721-0880,https://www.perfecttaodontologia.com.br/,site próprio,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Dra. Milena Pacheco - Dentista Curitiba,(41) 98825-5176,https://dramilena.com.br/,site próprio,"ERRO: HTTPSConnectionPool(host='dramilena.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013EE0043B00>: Failed to resolve 'dramilena.com.br' ([Errno 11001] getaddrinfo failed)""))"
DentPrime,(41) 98795-0029,http://www.dentprime.com.br/,site próprio,406
Know How | Clinica Odontologica | Curitiba,(41) 99512-0055,http://www.knowhowodontologia.com.br/,site próprio,406
Consultorio Odontologico em Curitiba - Dra. Tayna Alves - Dentista e Harmonizacao Orofacial,(41) 99804-0023,https://www.instagram.com/dratayna.alves,agregador/social,200
Clinica de Odontopediatria de Curitiba Ltda,(41) 3233-9624,,sem site,
Dra. Thaina Larsen - Dentista Curitiba,(45) 99941-6962,,sem site,
Sorriso Ideal Odontologia,(41) 99698-4405,,sem site,
Belledent,(41) 3376-4946,https://belledentodontologia.com.br/,site próprio,200
JK Odontologia (Implantodontia e Reabilitacao Oral),(41) 3256-3820,https://jkodontologia.carrd.co/,agregador/social,200
Dra. Nicole Klingbeil Odontologia,(41) 98833-2697,,sem site,
Odonto Magis Odontologia,(41) 3016-3230,https://www.odontomagis.com.br/,site próprio,200
Odonto XIS! - Clinica Odontologica,(41) 99503-1393,https://www.odontoxis.com.br/,site próprio,200
Dentista Curitiba | Clinica Odontologica | NEO SORRISO,(41) 99257-8253,http://www.neosorriso.com.br/,site próprio,200
Lidery Odontologia - Tratamento de Canal,(41) 99764-4257,https://www.lideryodontologia.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='no.access', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EE002FB90>: Failed to resolve 'no.access' ([Errno 11001] getaddrinfo failed)""))"
Dra. Maria Nina Munoz - Dentista 24 Horas,(41) 99143-8148,https://beacons.ai/dra.mariodonto,agregador/social,403
GoldDent Odontologia,(41) 99533-9281,https://golddent.com.br/,site próprio,200
Viel Odontologia,(11) 3512-9818,https://www.vielodontologia.com.br/,site próprio,200
AAAmulticlin clinica odontologica e Ultrassonografia Medica,(11) 99111-1622,http://www.instagram.com/dra.viviane,agregador/social,200
Pabis Odontologia - Dentista em Osasco,(11) 3691-7321,https://www.pabisodontologia.com/,site próprio,200
Odonto Versa Tratamentos Odontologicos - Dentista,(11) 4625-0025,https://www.odontoversa.com.br/?utm_source=v4_gmn&utm_medium=pago&utm_campaign=[V4]+Pmax+Locais+(GMN)&utm_id=001&utm_term=clique&utm_content=gmn,site próprio,200
Life Sorrisos Osasco,(11) 97756-9185,http://www.lifesorrisos.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='no.access', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EE002F2F0>: Failed to resolve 'no.access' ([Errno 11001] getaddrinfo failed)""))"
Dentista 24 horas | Odonto Urgente Osasco,(11) 4311-4111,http://www.odontourgente.com.br/,site próprio,406
CRICADENT Odontologia Premium | Implante Dentario | Invisalign | Vila Osasco | Osasco - SP,(11) 4750-2274,https://cricadent.com.br/,site próprio,200
Clinica Dra. Denise Trombini,(11) 94151-6030,http://www.clinicadradenisetrombini.com.br/,site próprio,200
Clinica Odontologica - Escultores de Sorriso,(11) 4311-5886,,sem site,
HS Odontologia Integrada,(11) 3682-0021,http://hsodonto.com.br/,site próprio,200
Sorridents Osasco Centro,(11) 94190-6488,,sem site,
Clinica Odontologica Bela Vista Implantes dentista em osasco,(11) 4565-5556,http://www.belavistaimplantes.com.br/,site próprio,520
Tehari Odontologia Dentista Bela Vista Osasco | Implante dentario | Dentista Osasco | invisalign,(11) 94538-7028,https://wa.me/5511945387028,agregador/social,200
C.M.O Clinica Odontologica - Dra. Cristiane Moreira,,https://cmoodontologia.com.br/,site próprio,406
Dental Center Osasco,(11) 3682-1714,https://dentalcenterosasco.com.br/,site próprio,200
Life Sorrisos,(11) 99984-8930,https://lifesorrisos.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='no.access', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EDFF56480>: Failed to resolve 'no.access' ([Errno 11001] getaddrinfo failed)""))"
Odonto Alberti Prime - Dentista na Vila Yara/Osasco - Implante Dentario - Proteses - Estetica Dental,(11) 99595-4714,http://www.odontoalberticlinica.com.br/,site próprio,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
Dentz Osasco Bela Vista - Clinica Odontologica,(11) 94155-2772,https://www.rededentz.com.br/osascobelavista,site próprio,"ERRO: HTTPSConnectionPool(host='www.rededentz.com.br', port=443): Max retries exceeded with url: /osascobelavista (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1000)')))"
Clinica Sorriclean,(11) 3682-5969,http://www.clinicasorriclean.com.br/,site próprio,200
Talisma Odontologia | Dentista em Osasco | Implante | Protese | Aparelho Invisivel | Harmonizacao | Facetas,(11) 94066-0335,https://www.instagram.com/talisma.odontologia/,agregador/social,200
"Conclin Odontologia - Implantes, aparelhos e estetica em Osasco",(11) 3685-2412,https://www.conclinodontologia.com.br/,site próprio,406
Dental Saude - Unid. Centro,(11) 3684-0420,https://www.clinicadentalsaude.com.br/,site próprio,200
Amsterdam Odontologia Dentista zona norte,(11) 97618-6045,https://www.amsterdamodontologia.com.br/,site próprio,200
Herbella Odontologia,(11) 3682-5872,http://www.herbellaodontologia.com.br/,site próprio,200
Clinica Odontologica Estrela da Manha Osasco,(11) 99276-9404,,sem site,
Osasco | Clinica Harmony,(11) 98842-3863,https://www.clinicaharmony.com.br/,site próprio,200
Clinica Planus,(11) 3688-2725,https://www.instagram.com/planus_odontologia/profilecard/?igsh=Yno5eTcwMzB2MDZ5,agregador/social,200
OdontoCompany,(11) 98866-6829,https://odontocompany-osasco.com.br/unidade-helena-maria/,site próprio,200
OdontoCompany Novo Osasco | Dentista - Implante Dentario - Protese Protocolo,(11) 96334-9693,https://odontocompany-osasco.com.br/unidade-novo-osasco/,site próprio,200
Amo Osasco Ortodontia,(11) 94537-0661,,sem site,
Emi Orto,(11) 97197-2038,http://emiorto.com/,site próprio,406
Bright Assistencia Odontologica,(11) 97073-5606,,sem site,
ICONIC - Odontologia DENTISTA 24h,(11) 91479-9835,,sem site,
SPF Odontologia,(11) 96442-5315,,sem site,
Dental Saude - Vila Yara,(11) 4620-7777,http://www.clinicadentalsaude.com.br/,site próprio,200
Sandra Yuki Odontologia,(11) 99213-9500,https://www.sandrayuki.com/,site próprio,200
AArte Odontologia Especializada,(11) 95222-4274,http://aarteodontologia.com.br/,site próprio,200
Clinica Camillo Odontologia,(11) 4237-3318,http://www.clinicacamilloodonto.com.br/,site próprio,200
Kimura Odontologia,(11) 3682-5152,,sem site,
Clinica Dressano- Clinica Odontologica Osasco,(11) 4325-9659,http://www.clinicadressano.com.br/,site próprio,200
Dra. Mara Heringer,(11) 99810-1432,https://linktr.ee/Dentistadramaraheringer,agregador/social,406
SG Odontologia,(11) 96514-4445,http://www.sgodontologia.com.br/,site próprio,406
Odontologia Harmonizacao - Dra. Larissa Muzeti,(11) 91665-2424,https://wa.me/5511916652424,agregador/social,200
Espaco Dental Clinic,(11) 99475-7537,http://tratamentodecanalsemdor.com/,site próprio,200
Clinica Odontologica Dra Leda Karina Campanha,(11) 3694-4334,,sem site,
Por Tras de Um Sorriso,(11) 3655-3055,,sem site,
Dr. Gabriel Sousa - Cirurgiao Dentista,(11) 95286-9235,https://drgabrielsousadasilva.meudoutor.com/,site próprio,200
Dra Michele Agutuli Siqueira Carvalho,(11) 96135-7595,,sem site,
LB Dental Clinic - Dentista em Osasco,(11) 96512-4288,https://www.lbdentalclinic.com.br/,site próprio,"ERRO: HTTPSConnectionPool(host='www.lbdentalclinic.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013EDFF56A80>: Failed to resolve 'www.lbdentalclinic.com.br' ([Errno 11001] getaddrinfo failed)""))"
Dra. Anna Paula Veloso - Dentista,(11) 99235-1924,https://www.facebook.com/draannapaulaveloso/,agregador/social,200
Tomotani Odontologia Especializada,(11) 98855-8451,,sem site,
Dr. Douglas A Tallach,(11) 3654-3705,http://www.douglastallach.com.br/,site próprio,200
KR Clinica Odontologica e Bucomaxilofacial,(11) 96026-8006,http://www.krclinica.com.br/,site próprio,200
OdontoCompany Vila Menck | Dentista - Implante Dentario - Protese Protocolo,(11) 97859-6874,https://odontocompany-osasco.com.br/unidade-vila-menck/,site próprio,200
Dra. Patricia Winkler de Godoy - WinGo Odontologia - Dentista Osasco,(11) 95959-2252,https://www.wingoodontologia.com.br/,site próprio,200
Dentale Instituto Odontologico,(11) 3699-6659,http://www.dentaleinstituto.com.br/,site próprio,406
"Dra. Simone Sacco Dentista em Osasco | Endodontia, Implantes, Protese",(11) 99620-1412,https://sites.google.com/view/drasimonesacco,agregador/social,200
Sorridents,(11) 3699-0701,https://sorridents.com.br/osasco-bela-vista/,site próprio,403
Toledo Odontologia Estetica,(11) 97802-5622,http://www.toledoodontologiaestetica.com/,site próprio,200
Clinica Cortez,(11) 94327-0874,,sem site,
Arquitetas do Sorriso,(11) 3683-3767,http://arquitetasdosorriso.com.br/novo/,site próprio,404
Carmona e Andrade Odontologia e Estetica,(11) 4558-9657,https://www.doctoralia.com.br/kelli-roberta-murasaki-andrade-carmona/dentista/osasco?address-id=565436#address-id=%5B565436%5D&filters%5Bspecializations%5D%5B%5D=64,site próprio,200
Laury Odontologia,(11) 2922-7445,https://deb658.wixsite.com/meusite,site próprio,200
A.R. Odontologia,(11) 98609-9430,https://www.instagram.com/a.r.odontologia/,agregador/social,200
Sorrix Osasco Bela Vista,(11) 95698-6091,https://sorrix.com.br/,agregador/social,200
Dra Juliana Bacalhau,(11) 98422-4844,https://jbodontoesaude.com.br/,site próprio,200
Instituto Matoba,(11) 3652-0404,http://www.matoba.com.br/,site próprio,200
Damk Clinica Odontologica,(11) 3609-1996,,sem site,
OdontoCompany Bela Vista,(11) 4376-9508,,sem site,
Cd Odonto,(11) 3683-9522,http://www.cdodontologia.com.br/,site próprio,200
Instituto Gudjenian - Odontologia Digital,(11) 3685-4098,,sem site,
Essence Prime Odontologia & Estetica | Dentista em Osasco,(11) 98559-3451,,sem site,
Sorrir Faz Bem - Osasco,(11) 94332-8864,https://www.instagram.com/sorrirfazbemosasco?igsh=MWRwazY4bjJreHF6cQ==,agregador/social,200
Clinica Odontologica Exata,(11) 3688-1362,,sem site,
LL Odontologia Especializada - Unidade 2,(11) 94451-4999,http://llodontologiaespecializada.com.br/marcar-consulta/,site próprio,200
Arakaki Honda Odontologia Integrada,(11) 3608-0330,http://www.arakakihondaodontologia.com.br/,site próprio,406
Oral Premium Odontologia Especializada,(11) 96928-6161,https://abrir.link/SENnY,site próprio,200
Dra. Andrea Arantes,(11) 3682-6424,,sem site,
Orto New Ortodontia e Clinica Geral,(11) 3694-0745,https://www.instagram.com/ortonewclinica/,agregador/social,200
FA Clinica Odontologica,(11) 97708-9069,,sem site,
Aclive Clinica Odontologica,,https://www.acliveodontologia.com.br/,site próprio,406
Dra. Talita Arruda | Dentista em Osasco | Endodontia | Implante | Protese | Aparelho | Invisalign | Facetas,(11) 91363-5423,https://www.instagram.com/dra.talitaarruda,agregador/social,200
Meu Dentista Osasco,(11) 99428-1724,https://inforempresa.com.br/drpaulocferreira,site próprio,200
Clinica em Osasco - AFCLIN Odontologia,(11) 98228-4723,https://afclinodontologia.com/,site próprio,200
Cia do Sorriso,(11) 3683-8753,http://companhiadosorriso.com.br/,site próprio,200
Odontologia Santa Fe,(11) 91233-6741,,sem site,
Clinica Odontologica Dr Alexandre Bussab,(11) 94750-8300,https://www.dralexandrebussab.com.br/,site próprio,200
CEO - Brasil Sorridente,(11) 3685-3033,http://www.osasco.sp.gov.br/,site próprio,200
Use Odontologia Osasco,(11) 4565-0080,http://www.useodontologia.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='www.useodontologia.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EDFF55D00>: Failed to resolve 'www.useodontologia.com.br' ([Errno 11002] getaddrinfo failed)""))"
Oral Salute Odontologia Dentista Osasco,(11) 96086-7555,,sem site,
OdontoCompany - Vila dos Remedios,(11) 96567-5935,,sem site,
"Sorridents Jardim Helena Maria: Dentista, Odontologia, Clareamento, Osasco",(11) 4325-4900,https://sorridents.com.br/unidade/osasco-helena-maria,site próprio,403
Odonto Company,(14) 3316-7922,,sem site,
Oral Clinic Implantes,(11) 98788-3006,https://oralclinicimplantes.com/,site próprio,200
ABO Associacao Brasileira de Odontologia - Regional Osasco,(11) 3681-6599,http://www.aboosasco.org.br/,site próprio,200
Clinica Sorrindo Mais,(11) 94155-7625,,sem site,
Sohama Odontologia Especializada,(11) 3513-3226,http://www.sohamaodonto.com.br/,site próprio,200
Dra Angelica Santos Dentista infantil Osasco,,,sem site,
Sorridents Novo Osasco,(11) 94723-3698,https://sorridents.com.br/unidade/osasco-novo-osasco,site próprio,403
Family Dental Care | Dentista em Osasco - Ortodontia e Implantes - Dra. Juliana Muller,(11) 91470-7393,https://familydentalcare.com.br/,site próprio,200
Prada Odontologia no Centro de Osasco - Tratamento e Prevencao de Doencas | Alinhamento dos Dentes | Estetica Dental,(11) 96311-2993,https://pradaodonto.com.br/,site próprio,200
Premium Clinica Odontologica,(11) 4624-0996,https://www.facebook.com/PremiumClinicaOdontologica,agregador/social,200
Dentista no Centro de Osasco - Dra. Beatriz Mariano,(11) 95163-6406,https://dentistabeatrizmariano.com.br/,site próprio,"ERRO: HTTPSConnectionPool(host='dentistabeatrizmariano.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013EE0040980>: Failed to resolve 'dentistabeatrizmariano.com.br' ([Errno 11001] getaddrinfo failed)""))"
Odonto Santo Antonio ( DENTISTAS),(11) 3609-6751,,sem site,
Odonto Confort Osasco | Dentista em Osasco,(11) 98817-2990,https://odontoconfort.netlify.app/,site próprio,200
Center Osasco Odonto,(11) 95769-1842,https://linklist.bio/centerodonto,site próprio,403
Clinica Bem Sorrir,(11) 96699-0045,,sem site,
Clinica Endo E. Odontologia e Estetica,(11) 97525-0672,https://clinicaendoe.com.br/,site próprio,200
Dra. Thay Fernandes - Dentista em Osasco - Sao Paulo,(11) 97612-1065,https://www.doutorathay.com/,site próprio,200
Dra. Fernanda Fontoura - Clinica Crescer Odontologia,(21) 2637-3543,http://crescerodonto.com/,site próprio,200
Odontocompany Marica CENTRO,(21) 2606-3911,https://www.odontocompanymarica.com/,site próprio,200
Odonto Rio Marica,(21) 2182-4307,,sem site,
Dr Leonardo Kawamoto Odontologia,(21) 96744-7773,,sem site,
Dra. Gleyci Rosa,(21) 96769-8994,https://www.instagram.com/invites/contact/?igsh=zwwfpnev5b6y&utm_content=117p5mh,agregador/social,405
ImplanTOP odontologia,(21) 97312-4747,https://implantopmarica.com.br/,site próprio,200
Sorria Marica,(21) 97136-7742,,sem site,
OdontoClinica Marica,(21) 99616-4124,http://facebook.com.br/odontoclinicamarica,agregador/social,200
Brasil Sorridentes Centro Especialidades Odontologicas ( CEO ),(21) 3731-3476,https://www.marica.rj.gov.br/tag/ceo/#,site próprio,200
Crescer Odontologia Especializada,(21) 98878-3543,http://crescerodonto.com/,site próprio,200
Clinica Odonto Marica,(21) 96456-2626,https://clinicaodontomarica.com.br/,site próprio,200
Mike Odontologia & Estetica,(21) 2637-4269,https://mikeodonto.com.br/,site próprio,200
Centro Odontologico Itaipuacu,(21) 3694-2338,,sem site,
Dentista Dra. Sonia Maria C. Lisboa,(21) 99987-2938,https://api.whatsapp.com/send?phone=5521999872938&text=Oi%20Dra.%20S%C3%B4nia.%20Tudo%20bem%3F%20Te%20encontrei%20aqui%20no%20Google.%20Gostaria%20de...,agregador/social,200
Dr Sorriso Marica,(21) 99730-8897,,sem site,
Dentista Dra Rafaela Rodrigues,(21) 96923-5775,https://www.facebook.com/DRA-Rafaela-Rodrigues-1957233434561634/,agregador/social,200
Clinica Odontologica Sorriso Popular | Marica - RJ,(21) 97311-0326,https://www.instagram.com/sorrisopopularodontologia/,agregador/social,200
Dra Gabriela Hernandez,(21) 96437-1398,https://www.qualitymed.org/,site próprio,200
Dra Elaine Cardeal | Dentista no Centro de Marica | Periodontista | Harmonizacao Orofacial,(21) 3608-1516,https://www.draelainecardeal.com.br/?utm_source=gmn&utm_medium=organico,site próprio,200
"Sorrix Marica: Dentista, Implantes, Proteses, Ortodontia, Estetica em Marica RJ",(21) 97752-9569,http://www.sorrix.com.br/,agregador/social,200
Dra Luana Thamires | Dentista em Itaipuacu /Marica,(21) 97271-6888,https://sites.google.com/view/draluanathamires,agregador/social,200
NA Odontologia Especializada,(21) 97570-1131,https://www.instagram.com/dra.natalieaugusta/,agregador/social,200
AmorSaude Marica,(21) 3094-2434,"https://api.whatsapp.com/send?phone=5521997742434&text=Ol%C3%A1,%20vim%20pelo%20Google%20Meu%20Neg%C3%B3cio,%20e%20gostaria%20de...",agregador/social,200
Top Salute Odontologia e Harmonizacao Facial | Itaipuacu RJ,(21) 99350-3160,,sem site,
Dra Laryssa Carvalho Odontopediatra Em Marica,(21) 97068-2036,https://www.instagram.com/dralaryssacarvalho/,agregador/social,200
Climod Dentistas,2634-1001,,sem site,
PRO SORRISO INOA,(21) 98082-1205,https://instagram.com/prosorrisoinoa?utm_medium=copy_link,agregador/social,200
LoreM Dentallab,(21) 97033-2683,http://www.loremdentallab.com.br/,site próprio,406
Harmonizacao Facial Marica | Dra Julia Gomes,(21) 96483-7366,https://bio.site/Drajuliagomes,agregador/social,200
Odontomar - Clinica Odontologica em Marica,(21) 3731-5326,https://www.instagram.com/consultorio.odontomar/,agregador/social,200
KLAYN Odontologia - Clinica Odontologica em Marica,(21) 96634-7327,,sem site,
Climod Dentistas - Itaipuacu,(21) 97717-7734,,sem site,
DENT+ Marica,(21) 97146-6793,http://www.dentmais.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='www.dentmais.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EE0042750>: Failed to resolve 'www.dentmais.com.br' ([Errno 11001] getaddrinfo failed)""))"
Pizao Odontologia - Dentista da Familia,(21) 3731-1608,,sem site,
Dra. Jully Santos | Dentista Marica,(21) 97675-4830,,sem site,
Clinica Radiologica OdontoMarica,(21) 2637-1056,,sem site,
Centro Clinico Integrativo Itaipuacu,(21) 97260-8933,http://www.cciitaipuacu.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='www.cciitaipuacu.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EDFF55D00>: Failed to resolve 'www.cciitaipuacu.com.br' ([Errno 11001] getaddrinfo failed)""))"
Odonto Smile,(21) 96876-1406,https://m.facebook.com/OdontoSmileeItaipuacu/,agregador/social,200
Dr Cardenal Odontologia Estetica,(21) 97104-1155,http://drcardenal.com.br/,site próprio,"ERRO: HTTPConnectionPool(host='drcardenal.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000013EE0041340>: Failed to resolve 'drcardenal.com.br' ([Errno 11001] getaddrinfo failed)""))"
Clinica Dra Karen Cunha - Marica,(21) 99545-2200,https://drakarencunha.com.br/,site próprio,200
Cirurgiao Dentista Em Inoa Dr. Daniel Vitor S. Barcelos,(21) 2636-3761,,sem site,
Dental Marica,(21) 3731-1623,,sem site,
Dentista Marcos A S Nascimento,(21) 2637-2249,,sem site,
Orion Odontologia Marica,(21) 98254-0792,https://instagram.com/orion.odontologia?igshid=MzRlODBiNWFlZA==,agregador/social,200
Libero Odontologia,(21) 3731-6078,,sem site,
Serafim Odontologia Integrada,(21) 3731-0739,,sem site,
Orthopride Marica,(21) 2342-3090,https://orthopride.com.br/agendar-avaliacao-campaign/utm_source=google&gad_source=1,site próprio,"ERRO: HTTPSConnectionPool(host='orthopride.com.br', port=443): Max retries exceeded with url: /agendar-avaliacao-campaign/utm_source=google&gad_source=1 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
