name,website,phone,status,tipo_site
Oral Sin Implantes BH Santa Efigenia,https://oralsinbhsantaefigenia.com.br/,(31) 99956-0670,200,site próprio
Clinica Odontologica Odonto Chaves,https://odontochaves.com.br/,(31) 2515-0329,200,site próprio
Dra Andrea Araujo Freitas Ortodontia Invisalign Belo Horizonte,http://www.andreafreitasodontologia.com/,(31) 98689-3455,200,site próprio
Alivare Odontologia de Urgencia,http://www.alivare.com.br/,(31) 98361-9999,200,site próprio
Dentista | Dr Hugo Ramiro | Belo Horizonte,https://hugo-ramiro.pages.net.br/,(31) 97179-8887,200,site próprio
"Ortoestetica Santa Efigenia: Harmonizacao Facial, Implantes e Clareamento Dental, Belo Horizonte - MG",https://redeortoestetica.com.br/,(31) 99596-5299,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",site próprio
Dental Prime,,(31) 3291-6870,,sem site
Dr. Rodrigo Dentista Belo Horizonte Minas Gerais,,(31) 99967-8845,,sem site
Dentista Belo Horizonte Dr. Guilherme Alves,http://wa.me/5531994403000,(31) 99440-3000,200,agregador/social
Dr. Pedro Pontelo - Dentista em BH e Alinhadores Invisiveis,https://wa.me/5531971250713,(31) 7125-0713,200,agregador/social
Allegre Odontologia Especializada,http://www.allegreodontologia.com.br/,(31) 3221-9815,"ERRO: HTTPConnectionPool(host='www.allegreodontologia.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD57085F0>: Failed to resolve 'www.allegreodontologia.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dentista Thamyres Batista,https://www.dentistadequalidade.com.br/,(31) 98327-1234,200,site próprio
Vilani Ortodontia | Ortodontia Especializada | Invisalign | Aparelho Ortodontico | Clareamento Dental | Limpeza Dental,https://www.instagram.com/vilaniortodontia/,(31) 99922-8010,200,agregador/social
Dr Hugo Ramiro | Cirurgiao Dentista | Belo Horizonte,,(31) 97179-8887,,sem site
Consultorio Odontologico Dra. Caroline Guimaraes Rodrigues,,(31) 3234-0353,,sem site
Dente Feliz Ltda,http://www.clinicadentefeliz.com.br/,(31) 3261-5691,"ERRO: HTTPConnectionPool(host='www.clinicadentefeliz.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD5587590>: Failed to resolve 'www.clinicadentefeliz.com.br' ([Errno 11002] getaddrinfo failed)""))",site próprio
Cliden Clinica Dentaria,,(31) 3207-5500,,sem site
Mariana Coda Odontologia,,(31) 97307-8775,,sem site
DNT ODONTOLOGIA,,(31) 3213-7514,,sem site
FGodonto Clinica Odontologica - Particular e Sulamerica Odonto,http://www.fgodonto.com.br/,(31) 3271-0488,406,site próprio
Dra. Angela C. Tupynamba | Protese | ATM | Clareamento | Aparelhos | Dentista em Belo Horizonte,"https://api.whatsapp.com/send?phone=5531987678683&text=Ol%C3%A1,%20vim%20pelo%20Google%20e%20gostaria%20de%20agendar%20uma%20consulta",(31) 3297-8683,200,agregador/social
Dr. Victor Veneroso | CRO-MG 52779 - Dentista em Belo Horizonte,http://www.drvictorveneroso.com.br/,(31) 99878-3004,200,site próprio
Dentista Belo Horizonte - Dra. Ana Caroline Alves,https://instagram.com/anacarolinex,(31) 98499-5243,200,agregador/social
Dra Maria Bernadete A Lages - Consultorio Odontologico - Clinica e Endodontia,https://www.facebook.com/bete.lages?ref=ts&fref=ts,(31) 3398-0672,200,agregador/social
Dr. Gustavo Rosa - Dentista Belo Horizonte,http://drgustavorosaodontologiaesttic.meudoutor.com/,(31) 99965-5860,200,site próprio
Art Odontologia Estetica,https://www.artodontologiaestetica.com.br/,(31) 3225-1814,"ERRO: HTTPSConnectionPool(host='www.artodontologiaestetica.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD56B2630>: Failed to resolve 'www.artodontologiaestetica.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Linea Odontologia Completa,http://www.lineaodonto.com.br/,(31) 99693-2367,"ERRO: HTTPConnectionPool(host='www.lineaodonto.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD4ECF0E0>: Failed to resolve 'www.lineaodonto.com.br' ([Errno 11002] getaddrinfo failed)""))",site próprio
CICLO | Centro de Implantes e Clinicas Odontologicas,https://cicloimplantes.negocio.site/?utm_source=gmb&utm_medium=referral,(31) 97208-5757,404,site próprio
Dentista em BH - Humbertt Mayr,https://www.dentistaembh.com.br/,(31) 98336-5222,200,site próprio
Lipo de Papada BH | Protese Dentaria Fixa BH | Dentista BH | Bichectomia BH | Dra. Carolina Macedo,https://dracarolmacedo.com.br/,,200,site próprio
BH Dentistas,http://www.bhdentistas.com/,(31) 99543-1207,200,site próprio
Ana Caroline Diniz - Ortodontia e Odontologia Estetica,https://anacarolinediniz.com.br/,(31) 99285-0562,406,site próprio
Clinica Elevata,https://www.redeodonto.com.br/associadas-unidade-mg-belo-horizonte-rede-odonto-lourdes,(31) 99071-1892,200,site próprio
Dra Adriana koeppel berenstein,http://www.draadrianakoeppel.com.br/,(31) 3281-9482,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Odontologicabh,https://odontologicabh.com.br/,(31) 2510-2020,200,site próprio
NOB Nucleo Odontologico Bandeirantes,http://www.nobbrasil.com.br/,(31) 98498-0538,406,site próprio
Clinica Odontologica Carvalhais (Integrar Odontologia),,(31) 99339-0398,,sem site
OdontoCompany,,(31) 3222-4102,,sem site
Clinica Odontologica Hitoshi Odontologia Padre Eustaquio,http://www.dentistasembh.com.br/,(31) 99857-0941,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dentec - Dentistas Especializados,http://www.dentecbh.com.br/,(31) 3222-3366,200,site próprio
Dentistas Belo Horizonte,,(31) 2512-6979,,sem site
Instituto Ricardo Tanus,http://www.ricardotanus.com/,(31) 3191-4949,200,site próprio
Dra. Leidiana Rego,https://leidianarego.com/,(92) 98429-4691,406,site próprio
Medprev Manaus,https://medprevam.com/exames,(92) 3342-0852,405,site próprio
Dentistas 24 Horas,http://instagram.com/leodamascenosilva,(92) 99198-5998,200,agregador/social
Dentista Manaus 24 horas - Dr. Aroldo Carvalho,,(92) 98501-7258,,sem site
Clinica Sorrimed,,(92) 3611-4833,,sem site
"Sanmede Clinica Odontologica | Do Implante Dentario ao Aparelho Ortodontico, Tudo em um So Lugar",http://www.sanmede.com.br/,(92) 3307-4579,406,site próprio
 Goya Odontologia | Implante Dentario em Manaus,https://www.goyaodontologia.com.br/,(92) 98236-8376,"ERRO: HTTPSConnectionPool(host='www.goyaodontologia.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD56B2780>: Failed to resolve 'www.goyaodontologia.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dentista | Odonto Especialle | Pacientes com autismo | Sedacao,http://www.odontoespecialle.com.br/,(92) 98134-6521,406,site próprio
Manaos Odontologia,,(92) 2123-3248,,sem site
Sorriso Prime - Dentista em Manaus,http://www.carolinamenahem.com.br/,(92) 98172-3355,200,site próprio
Dra. Roseli Menegasso I StarOdonto Manaus,http://starodonto.odo.br/,(92) 98193-8821,"ERRO: HTTPConnectionPool(host='starodonto.odo.br', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000016FD56B36E0>, 'Connection to starodonto.odo.br timed out. (connect timeout=7)'))",site próprio
Dentista Manaus - Dra Irla Thais - Compartilhando Sorrisos - Protese Dentaria,https://compartilhandosorrisos.com.br/,(92) 99490-9194,200,site próprio
MG Odontologia clinica e Estetica - dentista Manaus,https://www.instagram.com/mg.odontoestetica?igsh=ZjI2c3F5Zmw3eHk4,(92) 99290-0284,200,agregador/social
OdontoSF - DENTISTAS,https://www.instagram.com/odontosf_manaus/,(92) 98281-9090,200,agregador/social
OdontoForma,,(92) 98437-6809,,sem site
Implante Dentario | Lente de Contato Dental | Amorim Odontologia | Sao Geraldo | Manaus - AM,https://amorimodontologia.com.br/,(92) 99482-1996,200,site próprio
Sorriso Harmonico| Dentista| Dra Pollyana Cinthia| Manaus,http://sorrisoharmonico.com/,(92) 3083-5000,200,site próprio
Saude Oral Odontologia,,(92) 99101-9888,,sem site
Clinica Odontologica | Rede Odonto Manaus,https://www.redeodonto.com.br/associadas-unidade-am-manaus-dentista-em-manaus,(92) 3042-0612,200,site próprio
Clinica It Odonto - Invisalign e Ortodontia,https://contate.me/googleitodonto,(92) 98411-6010,200,site próprio
Belo Sorrir Odontologia I Plaza Shopping,https://belosorrir.com.br/,(92) 98489-1688,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dra. Sara Barros - Invisalign Dentista,https://drasarabarros.my.canva.site/,(92) 98285-4063,200,agregador/social
Manaos Odontologia Sao Jose,,(92) 2123-3248,,sem site
Dentista em Manaus - Dra Sabrina Farias CRO-AM 3935,,(92) 99344-5940,,sem site
Atelie do Dente Manaus,,(92) 98255-1785,,sem site
Uniodonto Manaus - Pronto Atendimento 24h - entrada pela rua 24 de Maio,https://www.uniodontomanaus.com.br/,(92) 2126-0650,200,site próprio
Odontologia Savana Maia - Lente de Contato Dental - Invisalign - implante dentario,https://savanamaia.com/lentes-de-contato-dentais-e-facetas/,(92) 98137-8748,200,site próprio
DR. LEONARDO RAPONI,,(92) 98417-9966,,sem site
Dentista em Manaus - Dra Marta Dias,https://linktr.ee/mdodonto,(92) 98429-4317,406,agregador/social
Dra. Erika Perini Grosso | Odontopediatria em Manaus,https://odontopediatriamanaus.com.br/,(92) 98289-3896,406,site próprio
Essentia Odontologia - Clinica Odontologica,https://instagram.com/evelynbrena.dentista?utm_medium=copy_link,(92) 99244-8236,200,agregador/social
Manaos Odontologia Cidade Nova,,(92) 2123-3248,,sem site
Consultorio Odontologico Dra. Mariana Finassi - Dentista em Manaus,https://www.instagram.com/dramarianafinassi/,(92) 98469-0057,200,agregador/social
Saude do Norte | Dentista em Manaus,https://linktr.ee/saudedonorte,(92) 98245-4902,200,agregador/social
DENTISTA 24H - DR NETO ALVES,,(92) 99417-1150,,sem site
Clinica Orto e Implante,,(92) 99466-1663,,sem site
Clinica De Odontologia UNIP Manaus,https://unip.br/universidade/clinicas/odontologia/manaus.aspx,(92) 3643-3800,"ERRO: HTTPSConnectionPool(host='unip.br', port=443): Max retries exceeded with url: /universidade/clinicas/odontologia/manaus.aspx (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000016FD56B1340>, 'Connection to unip.br timed out. (connect timeout=7)'))",site próprio
Dra. Yasmim Mendes - Consultorio Odontologico | Dentista | Manaus,http://bit.ly/drayasmimendes,(92) 98212-3250,200,agregador/social
Ortofacil Clinica Odontologica e Estetica facial - Manaus/AM,https://www.ortofacil.com.br/,(92) 99142-5224,200,site próprio
Dentify Odontologia,http://www.dentifyodontologia.com.br/,(92) 98121-0585,"ERRO: HTTPConnectionPool(host='www.dentifyodontologia.com.br', port=80): Read timed out. (read timeout=7)",site próprio
Bucalmed - Clinica Odontologica,,(92) 99335-9012,,sem site
Clinica Sorria Manaus,,(92) 99137-1492,,sem site
Dental Studio - Consultorio Odontologico,https://www.instagram.com/dentalstudio.am/,(92) 98177-0978,200,agregador/social
Facilit Odontologia - Clinica Odontologica,https://facilitodontologia.com.br/,(92) 98811-0500,200,site próprio
Clinica Malveira - Melhor especialista em Implantes Dentarios e Proteses tipo Protocolo,https://www.dracrismalveira.com.br/gmn/,(92) 99138-9914,406,site próprio
Dentista Manaus - Dra. Karina Lopes,https://www.instagram.com/drakarinamlopes?igsh=MWFwaGtyaDF6M3lxbg%3D%3D&utm_source=qr,(92) 98187-6557,200,agregador/social
Clinica Refference - Odontologia Moderna,https://www.clinicarefference.com.br/,(92) 98248-0292,406,site próprio
"Sorridents Manaus Vieiralves: Clinica Odontologica, Odontopedriatra, Clinico Geral",https://sorridentsmanaus.com.br/,(92) 98268-6789,406,site próprio
VS Odontologia Parque das Laranjeiras,"https://api.whatsapp.com/send?phone=5592981459388&text=Ol%C3%A1,%20tudo%20bem?%20Vi%20sua%20empresa%20no%20Google,%20e%20gostaria%20de%20obter%20mais%20informa%C3%A7%C3%B5es%20sobre%20alguns%20de%20seus%20servi%C3%A7os.%20Pode%20me%20ajudar?",(92) 98145-9388,200,agregador/social
VR Odontologia Manaus,https://vrodontologiamanaus.com.br/,(92) 99290-6101,200,site próprio
dentista do sul Bola do Manoa Desde 2012 transformando sorrisos! M de Oliveira Miguel Odontologia.,https://sites.google.com/view/dentistas-do-sul/p%C3%A1gina-inicial,(92) 99306-2655,200,agregador/social
Check Up odontologia Dra Carla Collyer,http://wa.me/5592992004745,(92) 99200-4745,200,agregador/social
Consultorio Odontologico em Manaus - Dra.Elcia de Lima Briglia,https://www.facebook.com/dra.elciabriglia,(92) 99124-1588,200,agregador/social
Dentista em Manaus - Dra. Sara Lais Odontologia especializada,,(92) 98523-7920,,sem site
Clinica Para Sorrir,https://www.clinicaparasorrir.com.br/,(92) 99211-1148,200,site próprio
OdontoRH,http://wa.me/5592981750251,(92) 98175-0251,200,agregador/social
Dr. Roger Inoue | Cirurgiao dentista em Manaus,https://inoueodontologia.com/,(92) 99270-3193,"ERRO: HTTPSConnectionPool(host='inoueodontologia.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD56C7470>: Failed to resolve 'inoueodontologia.com' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dra. Monique Batista - Especialista em Implantes Dentarios em Manaus,https://www.dramoniquebatista.com/,(92) 99393-5257,200,site próprio
Clinica Odontologica Top Implante,https://topimplante.com.br/,(92) 3213-4632,200,site próprio
Oral Center Dom Pedro LF,https://oralcentermanaus.com.br/,(92) 99484-6163,406,site próprio
Clinica OdontoLima,https://instagram.com/clinica.odontolima?utm_medium=copy_link,(92) 98402-0552,200,agregador/social
Top Odonto Millenium,https://instagram.com/topodontoam?igshid=qf7ovfa8rpqx,(92) 98409-8760,200,agregador/social
Dentista (Consultorio Paixao Odontologia),https://paixaoodontologia.com.br/,(92) 99121-9900,200,site próprio
Mateus Andrade Odontologia,https://instagram.com/mateusandrade.odontologia?utm_source=ig_profile_share&igshid=aoh97nwsla88,(92) 99454-6222,200,agregador/social
OdontoSN,,(92) 99371-3603,,sem site
"Dra Aletheia Paranhos (Dentista para PCDs, Bebes, Idosos, Autistas, Cirurgia Bucomaxilofacial, Domiciliar e Hospitalar)",,(92) 98170-7327,,sem site
Clinica Odontologica Dentaly de Saude Bucal Integrada,http://www.dentaly.com.br/,(92) 99275-4858,406,site próprio
"Odonto Amazon - Implantes, Protese, Endo e Ortodontia",http://www.odontoamazon.com.br/,(92) 99229-3563,406,site próprio
Clinica CliniDente,https://pages.clinicaclinidente.com.br/implantes-dentarios,(92) 99317-5819,200,site próprio
  Dentista em Manaus - Dra. Elienay Pontes - Odontologia no Amazonas,,(92) 99258-8418,,sem site
Dentista Jamile Campos - Dentista em Manaus,,(92) 99143-1982,,sem site
Dr. Armando Alcantara | Dentista | Consultorio Odontologico | Manaus,https://contate.me/drarmandoalcantara,(92) 99288-8732,200,site próprio
Coife Odonto Manaus,https://coifeodonto.com.br/,(92) 99517-1490,200,site próprio
Dentista Dra. Julia Viana - Unidade Cecomiz,,(92) 99225-2112,,sem site
Nova Sorrir Manaus - Implantes,https://www.instagram.com/novasorriram,(92) 98221-2610,200,agregador/social
Consultorio Odontologico Dra. Erika M. de Lima Hansen,,(92) 3237-9470,,sem site
Liberty Odontologia,https://bit.ly/libertyodonto,(92) 3082-1039,200,agregador/social
"Dra. Jessica Vasconcelos | Dentista, Ortodontia Manaus","https://api.whatsapp.com/send?l=pt-BR&phone=5592991351974&text=Ol%C3%A1!+Vim+da+pesquisa+do+Google,+Gostaria+de+mais+informa%C3%A7%C3%B5es+do+seu+trabalho.",(92) 99135-1974,200,agregador/social
Dr. Felipe Araujo - Consultorio Odontologico,https://drfelipearaujodentista.meudoutor.com/,(92) 98185-5772,200,site próprio
Design do Sorriso | Implantes em Manaus,http://clinicadesigndosorriso.com.br/,(92) 99108-8183,"ERRO: HTTPConnectionPool(host='clinicadesigndosorriso.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD56B0D10>: Failed to resolve 'clinicadesigndosorriso.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dra. Barbara Vigas - Clinica odontologica,https://www.instagram.com/drabarbaravigas/,(92) 99485-9810,200,agregador/social
VD Odontologia,,(92) 3632-0227,,sem site
CEO Clinica Especializada em Odontologia,https://clinicaodontologicaceo.com.br/,(92) 99428-8811,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dentista Domiciliar e Laserterapia em manaus Dra Rosymar Palheta,https://www.laserterapiamucosites.com.br/,(92) 99154-1009,404,site próprio
Suzano Odontologia - Dentista 24H,,(92) 99370-2720,,sem site
Clinica Sorria Manaus - Unidade 8,,(92) 99108-0306,,sem site
Dentista Manaus Ponta Negra Dr. Gabriel Cardoso - SouSmile - Alinhador invisivel,https://www.drgabrielgacardoso.com/,(92) 98289-4646,200,site próprio
OrthoDontic - Clinica Odontologica,https://www.orthodonticbrasil.com.br/clinicas/manaus-45/,(92) 98100-1001,200,site próprio
Odontologia Paulista - Manoa - Manaus,,(92) 99470-0727,,sem site
Sasahara Dental Care - Dr. Johny Sasahara,http://www.sasaharadentalcare.com/,(92) 99141-9222,200,site próprio
Dentista Manaus Harmonizacao Facial - Dr. David Amaral,https://drdavidamaral.meudoutor.com/,(92) 98427-5771,200,site próprio
CLIN ODONTO - Clinica Odontologica,,(92) 98414-3932,,sem site
Consultorio Aqui Tem DENTISTA.,,3342-5043,,sem site
"Elessandra Ribeiro | Dentista em Manaus | Implantes, Proteses, Lentes de Contato",https://www.elessandraribeiro.com.br/,(92) 99255-5830,200,site próprio
Clinica Estacao do Sorriso - fechada. Procurar por dra Mirian Kayo,,(92) 98801-6770,,sem site
Infinity Odontologia,https://bit.ly/WhatsAppInfinityGoogle,(92) 98111-0240,200,agregador/social
Dra. Emily de Morais - Odontopediatra,,(92) 99996-8005,,sem site
Consultorio Odontoleite Manaus,https://www.instagram.com/odontoleitee/,(92) 99253-2274,200,agregador/social
Clinica Odontologica Fametro,https://blog.fametro.edu.br/https-fametro-edu-br-2022-03-23-clinica-de-odontitas-a-populacao/,(92) 99243-8217,200,site próprio
Luiz Ervolino - Odontologia Especializada,https://www.luizervolino.com.br/,(92) 98254-0228,200,site próprio
Dra Laura Maia,http://api.whatsapp.com/send?1=pt_BR&phone=5592988487916,,403,agregador/social
UP Odontologia,https://upodontomanaus.com.br/,(92) 98201-2211,406,site próprio
AMZ Odonto,,(92) 98128-7971,,sem site
Oral Center Odontologia - Manaus,,(92) 3308-2808,,sem site
Dra. Karina Oliveira,https://www.doctoralia.com.br/karina-oliveira-2/dentista/manaus,(92) 99455-5476,200,site próprio
Dra. Natascha Penutt,https://dranataschapenutt.com.br/,(92) 99964-1040,406,site próprio
L A Odontologia - Dra Luciana Arnhold,,(92) 99377-7070,,sem site
IORC Instituto de Ortodontia de Curitiba,http://www.iorcpr.com.br/,(41) 3026-1234,406,site próprio
Fama Odonto - Pinhais - Clinica Odontologica,http://www.famaodonto.com.br/,(41) 99889-9489,200,site próprio
OrtoTotal Odontologia | Ortodontia | Implante Dentario | Dentista em Novo Mundo | Curitiba - PR,http://www.ortototal.com.br/,(41) 3246-2982,200,site próprio
NEO Odontologia,http://www.neo.odo.br/,(41) 3343-1444,200,site próprio
Clinica You Odonto,http://www.youodonto.com.br/,(41) 99145-7638,200,site próprio
Clinica Castell,http://clinicacastell.com.br/,(41) 98403-4127,200,site próprio
Clinica Physalis,http://www.clinicaphysalis.com.br/,(41) 3779-9077,200,site próprio
"Yoshi Odontologia | Implante Dentario | Faceta Dentaria | Invisalign - Curitiba, Parana",http://yoshiodontologia.com.br/,(41) 98771-9197,406,site próprio
Sorridents Curitiba Centro,https://www.sorridentscuritiba.com.br/,(41) 3779-7222,200,site próprio
Curitiba Dental Office,https://www.curitibadentaloffice.com.br/,(41) 3362-1721,200,site próprio
CEOPAR Odontologia,http://www.ceoparana.com.br/,(41) 3338-7029,200,site próprio
Clinica Premium Juveve,https://www.clinicapremiumcuritiba.com.br/,(41) 99649-8752,403,site próprio
Centro Odontologico Pio XII - Dentista 24h,http://www.odontopioxii.com.br/,(41) 3232-6195,200,site próprio
Dra. Vladja Torno | Facetas em Resina Composta em Curitiba,https://vladjatorno.com/,(41) 99737-3637,406,site próprio
Clinica Vitta Odontologia,https://odontovitta.com.br/,(41) 3501-7370,406,site próprio
Dra. Karla Cabral - Odontologia,,(41) 99701-3329,,sem site
Felpe Odontologia - Dentista em Curitiba,http://www.felpe.com.br/,(41) 99670-6162,200,site próprio
Dra. Camila de Loyola e Silva Avellar Fonseca,https://loyolaeavellar.com.br/odontologia/,(41) 3076-3054,200,site próprio
Barusso Odontologia Curitiba,https://meulink.com.vc/barusso-odontologia-curitiba/,(41) 99128-7722,200,site próprio
Instituto Odontologico Personalizado IOP Curitiba,http://www.iopodontologia.com/,(41) 2112-3691,200,site próprio
"Clinica DeLara | dentista, curitiba, implante, tratamento canal, clareamento, proteses, extracao, ahu, cabral, juveve",https://clinicadelara.com.br/,(41) 3078-9821,200,site próprio
Atelie Oral Dra Eloana Thome,https://eloanathome.com.br/,(41) 99981-0380,200,site próprio
Cirurgiao Dentista e Clinica Odontologica Rullian Pinheiro,,(41) 99748-4686,,sem site
Clinica Odontowicz,http://www.odontowicz.com.br/,(41) 3023-5333,406,site próprio
Lustosa Odontologia Especializada - Clinica Odontologica Dentista Santa Felicidade - Curitiba,"https://wa.me/5541996554545/?text=Ol%C3%A1,%20te%20encontrei%20no%20google%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es.",(41) 99655-4545,200,agregador/social
Pro Dental Clinica Odontologica - Implantes Dentarios e Periodontia Curitiba/PR,http://prodentalclinicaodonto.com.br/,(41) 3352-8300,200,site próprio
Dentville Clinica Odontologica,https://dentville.com.br/,(41) 3285-8989,406,site próprio
INSTITUTO KOPP ODONTOLOGIA Implante Dentario Curitiba,http://www.institutokopp.com.br/,(41) 3363-7295,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",site próprio
Cury Odontologia,http://www.ortodontiacuritiba.com.br/,(41) 3026-2402,200,site próprio
Primeira Dentista - Dra. Vania Cortes,http://www.primeiradentista.com.br/,(41) 3013-6060,"ERRO: HTTPSConnectionPool(host='primeiradentista.com.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))",site próprio
Murano Odontologia de Referencia,http://www.muranoodontologia.com.br/,(41) 98804-6795,200,site próprio
Dentista Santa Candida - Blanco Odontologia,https://www.blancoodontologia.com.br/,(41) 98706-5193,406,site próprio
"Dra. Andressa Rohling, Dentista",https://www.doctoralia.com.br/andressa-rohling/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=689837&utm_content=website,(41) 98832-5558,200,site próprio
Consultorio Dra Cristhiany Machado,,(41) 99145-3875,,sem site
Dr. Maxwel Marques Dentista 24 horas em Curitiba,https://lp.drmaxwelmarques.com.br/,(41) 3011-0066,200,site próprio
Dental Agua Verde LTDA,https://www.instagram.com/dental.aguaverde/,(41) 3343-8374,200,agregador/social
Grupo Borges Odontologia | Dentista Curitiba,https://www.grborges.com.br/,(41) 99935-5270,200,site próprio
Dra Caroline Stevao - Cirurgia-Dentista,,(41) 99285-6792,,sem site
Bonfanti Odontologia - Dentista em Curitiba/Batel,https://bonfantiodontologia.com/,(41) 99840-6165,406,site próprio
OdontoRochaCuritiba I Ortodontia e Estetica,http://www.odontorochacuritiba.com.br/,(41) 3206-6081,200,site próprio
Dra. Camila Xavier. Dentista em Curitiba.,https://dracamilaxavier.my.canva.site/dracamilaxavier,(41) 99114-7171,200,agregador/social
"Stories Odontologia | Especialistas em Aparelho Ortodontico, Facetas e Implantes no Centro de Curitiba",,(41) 3079-4915,,sem site
Tratamento de canal | Dra. Prescila Kublitski,https://centrodetratamentodecanal.com.br/,(41) 99280-7536,200,site próprio
Pro Dent,https://prodentcuritiba.com.br/,(41) 3248-1020,200,site próprio
Dr Bruno Pinho Schuller Dentista,https://dentistabrunocuritiba.com.br/agendamento?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa&gad_source=1&gclid=CjwKCAjwvvmzBhA2EiwAtHVrb8GkTAWBp-40G_VBGV0TkkRJpjxba-UCMvGv8n36wGBiL6WSXKemPBoCPRMQAvD_BwE,(41) 99137-2043,200,site próprio
IGC Odontologia,http://www.igcodontologia.com.br/,(41) 3248-8919,200,site próprio
Implante Batel Odontologia - Dentista em Curitiba,https://bit.ly/AtendimentoImplanteBatel,(41) 99258-7840,200,agregador/social
Dr Carlos Henrique Dias Ortodontia Curitiba,https://www.doctoralia.com.br/carlos-henrique-dias/dentista-ortodontista/curitiba,(41) 2112-3691,200,site próprio
Doutor do Povo Clinicas Odontologicas - Curitiba,https://doutordopovoclinicas.com.br/,(41) 3524-6030,200,site próprio
Dr. Solano Guerios - Dentista em Curitiba,,(41) 98485-1212,,sem site
Odontologia Assis,https://odontologiaassis.meudoutor.com/,(41) 3248-4100,200,site próprio
Consultorio Odontologico Odonto Criar,,(41) 3253-4254,,sem site
Delatorre Odontologia - Invisalign Curitiba,https://www.delatorre.odo.br/invisalign,(41) 3015-7460,403,site próprio
OdontoCompany,,(41) 3264-8471,,sem site
Abreu Correa Odontologia | Clinica de Dentista | Invisalign Doctor,,(41) 99538-7962,,sem site
Dra Marcia Cristina Zonatto | Dentista | Curitiba | Odontologia Bom Retiro,https://sites.google.com/d/1A03n7dGr9O0JRuW6mT4mhtABEC5MoUGD/p/1dvOMtgNsfBydQ7iNYk43TZ5NDduvdFrp/edit,(41) 98703-1818,200,agregador/social
CENPREORTO - Clinica de Odontologia e Ortodontia,http://www.cenpreorto.com.br/,(41) 99694-1111,200,site próprio
Joy Ortodontia,https://joyortodontia.com.br/,(41) 98505-4486,406,site próprio
Dentista Bairro Alto Dr. Newton Pooter,http://dentistanewtonpooter.com.br/,(41) 3367-7804,200,site próprio
Dr. Jean Brustolim - Dentista/Implantes Curitiba,,(41) 98471-4421,,sem site
Quality Odonto E Bem Estar,https://clinicaquality.com.br/,(41) 99759-3820,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Dr Pinho Odontologia,https://drpinho.com.br/,(41) 3342-2121,200,site próprio
Odonto Terceiro Milenio,https://odontoterceiromilenio.com.br/,(41) 3321-7150,200,site próprio
Odhos Odontologia Personalizada,http://www.odhos.com.br/,(41) 3039-7400,406,site próprio
Odontoale,http://odontoale.com.br/,(41) 98798-1915,406,site próprio
Dr. Jo Marcelino Mochizuki - Dentista,http://meudentenovo.com.br/,(41) 99107-1403,200,site próprio
OrtodontistaCuritiba Ortodontia Centro Civico Curitiba,https://www.ortodontistacuritiba.com/,(41) 3039-4120,200,site próprio
Paulo Fernando Otoni da Fonseca Filho,http://www.quatreodontologia.com.br/,(41) 3779-2391,200,site próprio
