name,website,phone,is_temporarily_closed,,,
L A Odontologia - Dra Luciana Arnhold,,(92) 99377-7070,,,,
IORC Instituto de Ortodontia de Curitiba,http://www.iorcpr.com.br/,(41) 3026-1234,,,,
Fama Odonto - Pinhais - Clinica Odontologica,http://www.famaodonto.com.br/,(41) 99889-9489,,,,
OrtoTotal Odontologia | Ortodontia | Implante Dentario | Dentista em Novo Mundo | Curitiba - PR,http://www.ortototal.com.br/,(41) 3246-2982,,,,
NEO Odontologia,http://www.neo.odo.br/,(41) 3343-1444,,,,
Clinica You Odonto,http://www.youodonto.com.br/,(41) 99145-7638,,,,
Clinica Castell,http://clinicacastell.com.br/,(41) 98403-4127,,,,
Clinica Physalis,http://www.clinicaphysalis.com.br/,(41) 3779-9077,,,,
"Yoshi Odontologia | Implante Dentario | Faceta Dentaria | Invisalign - Curitiba, Parana",http://yoshiodontologia.com.br/,(41) 98771-9197,,,,
Sorridents Curitiba Centro,https://www.sorridentscuritiba.com.br/,(41) 3779-7222,,,,
Curitiba Dental Office,https://www.curitibadentaloffice.com.br/,(41) 3362-1721,,,,
CEOPAR Odontologia,http://www.ceoparana.com.br/,(41) 3338-7029,,,,
Clinica Premium Juveve,https://www.clinicapremiumcuritiba.com.br/,(41) 99649-8752,,,,
Centro Odontologico Pio XII - Dentista 24h,http://www.odontopioxii.com.br/,(41) 3232-6195,,,,
Dra. Vladja Torno | Facetas em Resina Composta em Curitiba,https://vladjatorno.com/,(41) 99737-3637,,,,
Clinica Vitta Odontologia,https://odontovitta.com.br/,(41) 3501-7370,,,,
Dra. Karla Cabral - Odontologia,,(41) 99701-3329,,,,
Felpe Odontologia - Dentista em Curitiba,http://www.felpe.com.br/,(41) 99670-6162,,,,
Dra. Camila de Loyola e Silva Avellar Fonseca,https://loyolaeavellar.com.br/odontologia/,(41) 3076-3054,,,,
Barusso Odontologia Curitiba,https://meulink.com.vc/barusso-odontologia-curitiba/,(41) 99128-7722,,,,
Instituto Odontologico Personalizado IOP Curitiba,http://www.iopodontologia.com/,(41) 2112-3691,,,,
"Clinica DeLara | dentista, curitiba, implante, tratamento canal, clareamento, proteses, extracao, ahu, cabral, juveve",https://clinicadelara.com.br/,(41) 3078-9821,,,,
Atelie Oral Dra Eloana Thome,https://eloanathome.com.br/,(41) 99981-0380,,,,
Cirurgiao Dentista e Clinica Odontologica Rullian Pinheiro,,(41) 99748-4686,,,,
Clinica Odontowicz,http://www.odontowicz.com.br/,(41) 3023-5333,,,,
Lustosa Odontologia Especializada - Clinica Odontologica Dentista Santa Felicidade - Curitiba,"https://wa.me/5541996554545/?text=Ol%C3%A1,%20te%20encontrei%20no%20google%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es.",(41) 99655-4545,,,,
Pro Dental Clinica Odontologica - Implantes Dentarios e Periodontia Curitiba/PR,http://prodentalclinicaodonto.com.br/,(41) 3352-8300,,,,
Dentville Clinica Odontologica,https://dentville.com.br/,(41) 3285-8989,,,,
INSTITUTO KOPP ODONTOLOGIA Implante Dentario Curitiba,http://www.institutokopp.com.br/,(41) 3363-7295,,,,
Cury Odontologia,http://www.ortodontiacuritiba.com.br/,(41) 3026-2402,,,,
Primeira Dentista - Dra. Vania Cortes,http://www.primeiradentista.com.br/,(41) 3013-6060,,,,
Murano Odontologia de Referencia,http://www.muranoodontologia.com.br/,(41) 98804-6795,,,,
Dentista Santa Candida - Blanco Odontologia,https://www.blancoodontologia.com.br/,(41) 98706-5193,,,,
"Dra. Andressa Rohling, Dentista",https://www.doctoralia.com.br/andressa-rohling/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=689837&utm_content=website,(41) 98832-5558,,,,
Consultorio Dra Cristhiany Machado,,(41) 99145-3875,,,,
Dr. Maxwel Marques Dentista 24 horas em Curitiba,https://lp.drmaxwelmarques.com.br/,(41) 3011-0066,,,,
Dental Agua Verde LTDA,https://www.instagram.com/dental.aguaverde/,(41) 3343-8374,,,,
Grupo Borges Odontologia | Dentista Curitiba,https://www.grborges.com.br/,(41) 99935-5270,,,,
Dra Caroline Stevao - Cirurgia-Dentista,,(41) 99285-6792,,,,
Bonfanti Odontologia - Dentista em Curitiba/Batel,https://bonfantiodontologia.com/,(41) 99840-6165,,,,
OdontoRochaCuritiba I Ortodontia e Estetica,http://www.odontorochacuritiba.com.br/,(41) 3206-6081,,,,
Dra. Camila Xavier. Dentista em Curitiba.,https://dracamilaxavier.my.canva.site/dracamilaxavier,(41) 99114-7171,,,,
"Stories Odontologia | Especialistas em Aparelho Ortodontico, Facetas e Implantes no Centro de Curitiba",,(41) 3079-4915,,,,
Tratamento de canal | Dra. Prescila Kublitski,https://centrodetratamentodecanal.com.br/,(41) 99280-7536,,,,
Pro Dent,https://prodentcuritiba.com.br/,(41) 3248-1020,,,,
Dr Bruno Pinho Schuller Dentista,https://dentistabrunocuritiba.com.br/agendamento?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa&gad_source=1&gclid=CjwKCAjwvvmzBhA2EiwAtHVrb8GkTAWBp-40G_VBGV0TkkRJpjxba-UCMvGv8n36wGBiL6WSXKemPBoCPRMQAvD_BwE,(41) 99137-2043,,,,
IGC Odontologia,http://www.igcodontologia.com.br/,(41) 3248-8919,,,,
Implante Batel Odontologia - Dentista em Curitiba,https://bit.ly/AtendimentoImplanteBatel,(41) 99258-7840,,,,
Dr Carlos Henrique Dias Ortodontia Curitiba,https://www.doctoralia.com.br/carlos-henrique-dias/dentista-ortodontista/curitiba,(41) 2112-3691,,,,
Doutor do Povo Clinicas Odontologicas - Curitiba,https://doutordopovoclinicas.com.br/,(41) 3524-6030,,,,
Dr. Solano Guerios - Dentista em Curitiba,,(41) 98485-1212,,,,
Odontologia Assis,https://odontologiaassis.meudoutor.com/,(41) 3248-4100,,,,
Consultorio Odontologico Odonto Criar,,(41) 3253-4254,,,,
Delatorre Odontologia - Invisalign Curitiba,https://www.delatorre.odo.br/invisalign,(41) 3015-7460,,,,
OdontoCompany,,(41) 3264-8471,,,,
Abreu Correa Odontologia | Clinica de Dentista | Invisalign Doctor,,(41) 99538-7962,,,,
Dra Marcia Cristina Zonatto | Dentista | Curitiba | Odontologia Bom Retiro,https://sites.google.com/d/1A03n7dGr9O0JRuW6mT4mhtABEC5MoUGD/p/1dvOMtgNsfBydQ7iNYk43TZ5NDduvdFrp/edit,(41) 98703-1818,,,,
CENPREORTO - Clinica de Odontologia e Ortodontia,http://www.cenpreorto.com.br/,(41) 99694-1111,,,,
Joy Ortodontia,https://joyortodontia.com.br/,(41) 98505-4486,,,,
Dentista Bairro Alto Dr. Newton Pooter,http://dentistanewtonpooter.com.br/,(41) 3367-7804,,,,
Dr. Jean Brustolim - Dentista/Implantes Curitiba,,(41) 98471-4421,,,,
Quality Odonto E Bem Estar,https://clinicaquality.com.br/,(41) 99759-3820,,,,
Dr Pinho Odontologia,https://drpinho.com.br/,(41) 3342-2121,,,,
Odonto Terceiro Milenio,https://odontoterceiromilenio.com.br/,(41) 3321-7150,,,,
Odhos Odontologia Personalizada,http://www.odhos.com.br/,(41) 3039-7400,,,,
Odontoale,http://odontoale.com.br/,(41) 98798-1915,,,,
Dr. Jo Marcelino Mochizuki - Dentista,http://meudentenovo.com.br/,(41) 99107-1403,,,,
OrtodontistaCuritiba Ortodontia Centro Civico Curitiba,https://www.ortodontistacuritiba.com/,(41) 3039-4120,,,,
Paulo Fernando Otoni da Fonseca Filho,http://www.quatreodontologia.com.br/,(41) 3779-2391,,,,
Zetola Dental Design,http://www.zetoladentaldesign.com.br/,(41) 3024-2202,,,,
Dr. Giovanni de Carvalho - Ortodontia e Estetica - Curitiba/PR - Invisaling - Facetas em Resina - Alinhadores Invisiveis,https://giovannidecarvalho.com.br/,(41) 98760-3515,,,,
Dra. Bruna Rafaela Machado Odontologia,https://brunarafaelaodonto.com.br/,(41) 3206-4241,,,,
Dentista Dra Marise Meyer,https://www.doctoralia.com.br/marise-meyer-jamur/dentista/curitiba,(41) 3356-2939,,,,
Dr. Jordano Francio | Dentista em Curitiba | Dentista no Agua Verde,https://drjordanofrancio.com/,(41) 98755-5555,,,,
Pro Dent,,(41) 3233-3744,,,,
Clinica Odontologica,,94063-5159,,,,
Dentista Curitiba,https://ortodontiacuritiba.com.br/,(41) 3015-0841,,,,
Dra. Carolina Dreher - Dentista em Curitiba,,(41) 99134-2466,,,,
Odontologia Integrada,http://odontologiacuritiba.net.br/,(41) 3323-7325,,,,
CLN Odontologia Especializada - Dentista em Curitiba,https://www.instagram.com/clnodontologia,(41) 98529-3663,,,,
Consultorio Odontologico Emergencias 24 hs Dr Marcelo Luis Barata Cirurgiao-Dentista,,(41) 99721-6557,,,,
Clinica Odontologica MeuDentista,,(41) 3019-8338,,,,
Dr. Jean Vegini - Dentista Curitiba,https://jeanpiervegini.com.br/,(41) 98834-6122,,,,
Dr Nicolae Carvalho de Paula,,(41) 99947-4774,,,,
Dentista - Dr. Marcelo Kruger,,(41) 99707-0297,,,,
WR Instituto Odontologico | Dr Walter Rosa | Implantes dentarios | protese protocolo | Dentista em Centro Civico Curitiba,https://www.wrinstitutoodontologico.com.br/,(41) 99865-9034,,,,
Clinica Odontologica Dente Feliz,,(41) 99770-4436,,,,
Ortosorriso Odontologia,http://ortosorriso.com.br/,(41) 3334-2929,,,,
Dentista Dr. Fernando Makoto,,(41) 99994-7444,,,,
Dentalimplantes Curitiba,https://dentalimplantes.com.br/,(41) 98826-0524,,,,
Beltran Odonto,https://beltranodonto.com.br/,(41) 99235-3223,,,,
Clinica Costin - Implante Dentario - Dentista no Centro de Curitiba,https://www.facebook.com/ClinicaCostinImplanteDentario,(41) 99971-5258,,,,
Clinica LiveDent,http://www.livedent.com.br/,(41) 3024-8584,,,,
Ortosorriso Odontologia,http://www.ortosorriso.com.br/,(41) 3797-3000,,,,
Dentista 24h em Curitiba,https://dentista24horascuritiba.com.br/,(41) 3264-1984,,,,
Clinica Perfectta Odontologia,https://www.perfecttaodontologia.com.br/,(41) 99721-0880,,,,
Dra. Milena Pacheco - Dentista Curitiba,https://dramilena.com.br/,(41) 98825-5176,,,,
DentPrime,http://www.dentprime.com.br/,(41) 98795-0029,,,,
Know How | Clinica Odontologica | Curitiba,http://www.knowhowodontologia.com.br/,(41) 99512-0055,,,,
Consultorio Odontologico em Curitiba - Dra. Tayna Alves - Dentista e Harmonizacao Orofacial,https://www.instagram.com/dratayna.alves,(41) 99804-0023,,,,
Clinica de Odontopediatria de Curitiba Ltda,,(41) 3233-9624,,,,
Dra. Thaina Larsen - Dentista Curitiba,,(45) 99941-6962,,,,
Sorriso Ideal Odontologia,,(41) 99698-4405,,,,
Belledent,https://belledentodontologia.com.br/,(41) 3376-4946,,,,
JK Odontologia (Implantodontia e Reabilitacao Oral),https://jkodontologia.carrd.co/,(41) 3256-3820,,,,
Dra. Nicole Klingbeil Odontologia,,(41) 98833-2697,,,,
Odonto Magis Odontologia,https://www.odontomagis.com.br/,(41) 3016-3230,,,,
Odonto XIS! - Clinica Odontologica,https://www.odontoxis.com.br/,(41) 99503-1393,,,,
Dentista Curitiba | Clinica Odontologica | NEO SORRISO,http://www.neosorriso.com.br/,(41) 99257-8253,,,,
Lidery Odontologia - Tratamento de Canal,https://www.lideryodontologia.com.br/,(41) 99764-4257,,,,
Dra. Maria Nina Munoz - Dentista 24 Horas,https://beacons.ai/dra.mariodonto,(41) 99143-8148,,,,
GoldDent Odontologia,https://golddent.com.br/,(41) 99533-9281,,,,
Viel Odontologia,https://www.vielodontologia.com.br/,(11) 3512-9818,,,,
AAAmulticlin clinica odontologica e Ultrassonografia Medica,http://www.instagram.com/dra.viviane,(11) 99111-1622,,,,
Pabis Odontologia - Dentista em Osasco,https://www.pabisodontologia.com/,(11) 3691-7321,,,,
Odonto Versa Tratamentos Odontologicos - Dentista,https://www.odontoversa.com.br/?utm_source=v4_gmn&utm_medium=pago&utm_campaign=[V4]+Pmax+Locais+(GMN)&utm_id=001&utm_term=clique&utm_content=gmn,(11) 4625-0025,,,,
Life Sorrisos Osasco,http://www.lifesorrisos.com.br/,(11) 97756-9185,,,,
Dentista 24 horas | Odonto Urgente Osasco,http://www.odontourgente.com.br/,(11) 4311-4111,,,,
CRICADENT Odontologia Premium | Implante Dentario | Invisalign | Vila Osasco | Osasco - SP,https://cricadent.com.br/,(11) 4750-2274,,,,
Clinica Dra. Denise Trombini,http://www.clinicadradenisetrombini.com.br/,(11) 94151-6030,,,,
Clinica Odontologica - Escultores de Sorriso,,(11) 4311-5886,,,,
HS Odontologia Integrada,http://hsodonto.com.br/,(11) 3682-0021,,,,
Sorridents Osasco Centro,,(11) 94190-6488,,,,
Clinica Odontologica Bela Vista Implantes dentista em osasco,http://www.belavistaimplantes.com.br/,(11) 4565-5556,,,,
Tehari Odontologia Dentista Bela Vista Osasco | Implante dentario | Dentista Osasco | invisalign,https://wa.me/5511945387028,(11) 94538-7028,,,,
C.M.O Clinica Odontologica - Dra. Cristiane Moreira,https://cmoodontologia.com.br/,,,,,
Dental Center Osasco,https://dentalcenterosasco.com.br/,(11) 3682-1714,,,,
Life Sorrisos,https://lifesorrisos.com.br/,(11) 99984-8930,,,,
Odonto Alberti Prime - Dentista na Vila Yara/Osasco - Implante Dentario - Proteses - Estetica Dental,http://www.odontoalberticlinica.com.br/,(11) 99595-4714,,,,
Dentz Osasco Bela Vista - Clinica Odontologica,https://www.rededentz.com.br/osascobelavista,(11) 94155-2772,,,,
Clinica Sorriclean,http://www.clinicasorriclean.com.br/,(11) 3682-5969,,,,
Talisma Odontologia | Dentista em Osasco | Implante | Protese | Aparelho Invisivel | Harmonizacao | Facetas,https://www.instagram.com/talisma.odontologia/,(11) 94066-0335,,,,
"Conclin Odontologia - Implantes, aparelhos e estetica em Osasco",https://www.conclinodontologia.com.br/,(11) 3685-2412,,,,
Dental Saude - Unid. Centro,https://www.clinicadentalsaude.com.br/,(11) 3684-0420,,,,
Amsterdam Odontologia Dentista zona norte,https://www.amsterdamodontologia.com.br/,(11) 97618-6045,,,,
Herbella Odontologia,http://www.herbellaodontologia.com.br/,(11) 3682-5872,,,,
Clinica Odontologica Estrela da Manha Osasco,,(11) 99276-9404,,,,
Osasco | Clinica Harmony,https://www.clinicaharmony.com.br/,(11) 98842-3863,,,,
Clinica Planus,https://www.instagram.com/planus_odontologia/profilecard/?igsh=Yno5eTcwMzB2MDZ5,(11) 3688-2725,,,,
OdontoCompany,https://odontocompany-osasco.com.br/unidade-helena-maria/,(11) 98866-6829,,,,
OdontoCompany Novo Osasco | Dentista - Implante Dentario - Protese Protocolo,https://odontocompany-osasco.com.br/unidade-novo-osasco/,(11) 96334-9693,,,,
Amo Osasco Ortodontia,,(11) 94537-0661,,,,
Emi Orto,http://emiorto.com/,(11) 97197-2038,,,,
Bright Assistencia Odontologica,,(11) 97073-5606,,,,
ICONIC - Odontologia DENTISTA 24h,,(11) 91479-9835,,,,
SPF Odontologia,,(11) 96442-5315,,,,
Dental Saude - Vila Yara,http://www.clinicadentalsaude.com.br/,(11) 4620-7777,,,,
Sandra Yuki Odontologia,https://www.sandrayuki.com/,(11) 99213-9500,,,,
AArte Odontologia Especializada,http://aarteodontologia.com.br/,(11) 95222-4274,,,,
Clinica Camillo Odontologia,http://www.clinicacamilloodonto.com.br/,(11) 4237-3318,,,,
Kimura Odontologia,,(11) 3682-5152,,,,
Clinica Dressano- Clinica Odontologica Osasco,http://www.clinicadressano.com.br/,(11) 4325-9659,,,,
Dra. Mara Heringer,https://linktr.ee/Dentistadramaraheringer,(11) 99810-1432,,,,
SG Odontologia,http://www.sgodontologia.com.br/,(11) 96514-4445,,,,
Odontologia Harmonizacao - Dra. Larissa Muzeti,https://wa.me/5511916652424,(11) 91665-2424,,,,
Espaco Dental Clinic,http://tratamentodecanalsemdor.com/,(11) 99475-7537,,,,
Clinica Odontologica Dra Leda Karina Campanha,,(11) 3694-4334,,,,
Por Tras de Um Sorriso,,(11) 3655-3055,,,,
Dr. Gabriel Sousa - Cirurgiao Dentista,https://drgabrielsousadasilva.meudoutor.com/,(11) 95286-9235,,,,
Dra Michele Agutuli Siqueira Carvalho,,(11) 96135-7595,,,,
LB Dental Clinic - Dentista em Osasco,https://www.lbdentalclinic.com.br/,(11) 96512-4288,,,,
Dra. Anna Paula Veloso - Dentista,https://www.facebook.com/draannapaulaveloso/,(11) 99235-1924,,,,
Tomotani Odontologia Especializada,,(11) 98855-8451,,,,
Dr. Douglas A Tallach,http://www.douglastallach.com.br/,(11) 3654-3705,,,,
KR Clinica Odontologica e Bucomaxilofacial,http://www.krclinica.com.br/,(11) 96026-8006,,,,
OdontoCompany Vila Menck | Dentista - Implante Dentario - Protese Protocolo,https://odontocompany-osasco.com.br/unidade-vila-menck/,(11) 97859-6874,,,,
Dra. Patricia Winkler de Godoy - WinGo Odontologia - Dentista Osasco,https://www.wingoodontologia.com.br/,(11) 95959-2252,,,,
Dentale Instituto Odontologico,http://www.dentaleinstituto.com.br/,(11) 3699-6659,,,,
"Dra. Simone Sacco Dentista em Osasco | Endodontia, Implantes, Protese",https://sites.google.com/view/drasimonesacco,(11) 99620-1412,,,,
Sorridents,https://sorridents.com.br/osasco-bela-vista/,(11) 3699-0701,,,,
Toledo Odontologia Estetica,http://www.toledoodontologiaestetica.com/,(11) 97802-5622,,,,
Clinica Cortez,,(11) 94327-0874,,,,
Arquitetas do Sorriso,http://arquitetasdosorriso.com.br/novo/,(11) 3683-3767,,,,
Carmona e Andrade Odontologia e Estetica,https://www.doctoralia.com.br/kelli-roberta-murasaki-andrade-carmona/dentista/osasco?address-id=565436#address-id=%5B565436%5D&filters%5Bspecializations%5D%5B%5D=64,(11) 4558-9657,,,,
Laury Odontologia,https://deb658.wixsite.com/meusite,(11) 2922-7445,,,,
A.R. Odontologia,https://www.instagram.com/a.r.odontologia/,(11) 98609-9430,,,,
Sorrix Osasco Bela Vista,https://sorrix.com.br/,(11) 95698-6091,,,,
Dra Juliana Bacalhau,https://jbodontoesaude.com.br/,(11) 98422-4844,,,,
Instituto Matoba,http://www.matoba.com.br/,(11) 3652-0404,,,,
Damk Clinica Odontologica,,(11) 3609-1996,,,,
OdontoCompany Bela Vista,,(11) 4376-9508,,,,
Cd Odonto,http://www.cdodontologia.com.br/,(11) 3683-9522,,,,
Instituto Gudjenian - Odontologia Digital,,(11) 3685-4098,,,,
Essence Prime Odontologia & Estetica | Dentista em Osasco,,(11) 98559-3451,,,,
Sorrir Faz Bem - Osasco,https://www.instagram.com/sorrirfazbemosasco?igsh=MWRwazY4bjJreHF6cQ==,(11) 94332-8864,,,,
Clinica Odontologica Exata,,(11) 3688-1362,,,,
LL Odontologia Especializada - Unidade 2,http://llodontologiaespecializada.com.br/marcar-consulta/,(11) 94451-4999,,,,
Arakaki Honda Odontologia Integrada,http://www.arakakihondaodontologia.com.br/,(11) 3608-0330,,,,
Oral Premium Odontologia Especializada,https://abrir.link/SENnY,(11) 96928-6161,,,,
Dra. Andrea Arantes,,(11) 3682-6424,,,,
Orto New Ortodontia e Clinica Geral,https://www.instagram.com/ortonewclinica/,(11) 3694-0745,,,,
FA Clinica Odontologica,,(11) 97708-9069,,,,
Aclive Clinica Odontologica,https://www.acliveodontologia.com.br/,,,,,
Dra. Talita Arruda | Dentista em Osasco | Endodontia | Implante | Protese | Aparelho | Invisalign | Facetas,https://www.instagram.com/dra.talitaarruda,(11) 91363-5423,,,,
Meu Dentista Osasco,https://inforempresa.com.br/drpaulocferreira,(11) 99428-1724,,,,
Clinica em Osasco - AFCLIN Odontologia,https://afclinodontologia.com/,(11) 98228-4723,,,,
Cia do Sorriso,http://companhiadosorriso.com.br/,(11) 3683-8753,,,,
Odontologia Santa Fe,,(11) 91233-6741,,,,
Clinica Odontologica Dr Alexandre Bussab,https://www.dralexandrebussab.com.br/,(11) 94750-8300,,,,
CEO - Brasil Sorridente,http://www.osasco.sp.gov.br/,(11) 3685-3033,,,,
Use Odontologia Osasco,http://www.useodontologia.com.br/,(11) 4565-0080,,,,
Oral Salute Odontologia Dentista Osasco,,(11) 96086-7555,,,,
OdontoCompany - Vila dos Remedios,,(11) 96567-5935,,,,
"Sorridents Jardim Helena Maria: Dentista, Odontologia, Clareamento, Osasco",https://sorridents.com.br/unidade/osasco-helena-maria,(11) 4325-4900,,,,
Odonto Company,,(14) 3316-7922,,,,
Oral Clinic Implantes,https://oralclinicimplantes.com/,(11) 98788-3006,,,,
ABO Associacao Brasileira de Odontologia - Regional Osasco,http://www.aboosasco.org.br/,(11) 3681-6599,,,,
Clinica Sorrindo Mais,,(11) 94155-7625,,,,
Sohama Odontologia Especializada,http://www.sohamaodonto.com.br/,(11) 3513-3226,,,,
Dra Angelica Santos Dentista infantil Osasco,,,,,,
Sorridents Novo Osasco,https://sorridents.com.br/unidade/osasco-novo-osasco,(11) 94723-3698,,,,
Family Dental Care | Dentista em Osasco - Ortodontia e Implantes - Dra. Juliana Muller,https://familydentalcare.com.br/,(11) 91470-7393,,,,
Prada Odontologia no Centro de Osasco - Tratamento e Prevencao de Doencas | Alinhamento dos Dentes | Estetica Dental,https://pradaodonto.com.br/,(11) 96311-2993,,,,
Premium Clinica Odontologica,https://www.facebook.com/PremiumClinicaOdontologica,(11) 4624-0996,,,,
Dentista no Centro de Osasco - Dra. Beatriz Mariano,https://dentistabeatrizmariano.com.br/,(11) 95163-6406,,,,
Odonto Santo Antonio ( DENTISTAS),,(11) 3609-6751,,,,
Odonto Confort Osasco | Dentista em Osasco,https://odontoconfort.netlify.app/,(11) 98817-2990,,,,
Center Osasco Odonto,https://linklist.bio/centerodonto,(11) 95769-1842,,,,
Clinica Bem Sorrir,,(11) 96699-0045,,,,
Clinica Endo E. Odontologia e Estetica,https://clinicaendoe.com.br/,(11) 97525-0672,,,,
Dra. Thay Fernandes - Dentista em Osasco - Sao Paulo,https://www.doutorathay.com/,(11) 97612-1065,,,,
Dra. Fernanda Fontoura - Clinica Crescer Odontologia,http://crescerodonto.com/,(21) 2637-3543,,,,
Odontocompany Marica CENTRO,https://www.odontocompanymarica.com/,(21) 2606-3911,,,,
Odonto Rio Marica,,(21) 2182-4307,,,,
Dr Leonardo Kawamoto Odontologia,,(21) 96744-7773,,,,
Dra. Gleyci Rosa,https://www.instagram.com/invites/contact/?igsh=zwwfpnev5b6y&utm_content=117p5mh,(21) 96769-8994,,,,
ImplanTOP odontologia,https://implantopmarica.com.br/,(21) 97312-4747,,,,
Sorria Marica,,(21) 97136-7742,,,,
OdontoClinica Marica,http://facebook.com.br/odontoclinicamarica,(21) 99616-4124,,,,
Brasil Sorridentes Centro Especialidades Odontologicas ( CEO ),https://www.marica.rj.gov.br/tag/ceo/#,(21) 3731-3476,,,,
Crescer Odontologia Especializada,http://crescerodonto.com/,(21) 98878-3543,,,,
Clinica Odonto Marica,https://clinicaodontomarica.com.br/,(21) 96456-2626,,,,
Mike Odontologia & Estetica,https://mikeodonto.com.br/,(21) 2637-4269,,,,
Centro Odontologico Itaipuacu,,(21) 3694-2338,,,,
Dentista Dra. Sonia Maria C. Lisboa,https://api.whatsapp.com/send?phone=5521999872938&text=Oi%20Dra.%20S%C3%B4nia.%20Tudo%20bem%3F%20Te%20encontrei%20aqui%20no%20Google.%20Gostaria%20de...,(21) 99987-2938,,,,
Dr Sorriso Marica,,(21) 99730-8897,,,,
Dentista Dra Rafaela Rodrigues,https://www.facebook.com/DRA-Rafaela-Rodrigues-1957233434561634/,(21) 96923-5775,,,,
Clinica Odontologica Sorriso Popular | Marica - RJ,https://www.instagram.com/sorrisopopularodontologia/,(21) 97311-0326,,,,
Dra Gabriela Hernandez,https://www.qualitymed.org/,(21) 96437-1398,,,,
Dra Elaine Cardeal | Dentista no Centro de Marica | Periodontista | Harmonizacao Orofacial,https://www.draelainecardeal.com.br/?utm_source=gmn&utm_medium=organico,(21) 3608-1516,,,,
"Sorrix Marica: Dentista, Implantes, Proteses, Ortodontia, Estetica em Marica RJ",http://www.sorrix.com.br/,(21) 97752-9569,,,,
Dra Luana Thamires | Dentista em Itaipuacu /Marica,https://sites.google.com/view/draluanathamires,(21) 97271-6888,,,,
NA Odontologia Especializada,https://www.instagram.com/dra.natalieaugusta/,(21) 97570-1131,,,,
AmorSaude Marica,"https://api.whatsapp.com/send?phone=5521997742434&text=Ol%C3%A1,%20vim%20pelo%20Google%20Meu%20Neg%C3%B3cio,%20e%20gostaria%20de...",(21) 3094-2434,,,,
Top Salute Odontologia e Harmonizacao Facial | Itaipuacu RJ,,(21) 99350-3160,,,,
Dra Laryssa Carvalho Odontopediatra Em Marica,https://www.instagram.com/dralaryssacarvalho/,(21) 97068-2036,,,,
Climod Dentistas,,2634-1001,,,,
PRO SORRISO INOA,https://instagram.com/prosorrisoinoa?utm_medium=copy_link,(21) 98082-1205,,,,
LoreM Dentallab,http://www.loremdentallab.com.br/,(21) 97033-2683,,,,
Harmonizacao Facial Marica | Dra Julia Gomes,https://bio.site/Drajuliagomes,(21) 96483-7366,,,,
Odontomar - Clinica Odontologica em Marica,https://www.instagram.com/consultorio.odontomar/,(21) 3731-5326,,,,
KLAYN Odontologia - Clinica Odontologica em Marica,,(21) 96634-7327,,,,
Climod Dentistas - Itaipuacu,,(21) 97717-7734,,,,
DENT+ Marica,http://www.dentmais.com.br/,(21) 97146-6793,,,,
Pizao Odontologia - Dentista da Familia,,(21) 3731-1608,,,,
Dra. Jully Santos | Dentista Marica,,(21) 97675-4830,,,,
Clinica Radiologica OdontoMarica,,(21) 2637-1056,,,,
Centro Clinico Integrativo Itaipuacu,http://www.cciitaipuacu.com.br/,(21) 97260-8933,,,,
Odonto Smile,https://m.facebook.com/OdontoSmileeItaipuacu/,(21) 96876-1406,,,,
Dr Cardenal Odontologia Estetica,http://drcardenal.com.br/,(21) 97104-1155,,,,
Clinica Dra Karen Cunha - Marica,https://drakarencunha.com.br/,(21) 99545-2200,,,,
Cirurgiao Dentista Em Inoa Dr. Daniel Vitor S. Barcelos,,(21) 2636-3761,,,,
Dental Marica,,(21) 3731-1623,,,,
Dentista Marcos A S Nascimento,,(21) 2637-2249,,,,
Orion Odontologia Marica,https://instagram.com/orion.odontologia?igshid=MzRlODBiNWFlZA==,(21) 98254-0792,,,,
Libero Odontologia,,(21) 3731-6078,,,,
Serafim Odontologia Integrada,,(21) 3731-0739,,,,
Orthopride Marica,https://orthopride.com.br/agendar-avaliacao-campaign/utm_source=google&gad_source=1,(21) 2342-3090,,,,
Sorrir Plus,,(21) 99737-4500,,,,
Clinica Dra Thaina Monteiro,http://instagram.com/dra.thainamonteiro,(21) 97196-7676,,,,
Dra Juliana Faisca Odontologia,,(21) 3731-2581,,,,
Odonto Care Prime,,(21) 99590-2484,,,,
CEO - Centro de Especialidades Odontologicas de Itaipuacu,,(21) 96750-3883,,,,
Sorria Consultorio Odontologico Marica,,(21) 98757-9032,,,,
Odonto Happier,,(21) 97399-4526,,,,
Dentistas Inoa - Dra. Cristiana Barros & Dra. Aline Cavalcante,https://lp.resultadosdigitaispro.com.br/dentistas-inoa-marica,(21) 2636-0385,,,,
Dra. Vanessa Lourenco de Mello,,(21) 4139-4967,,,,
Dr. Victor Hugo e Dra Analice,,(21) 2637-8060,,,,
Dra. Carla Venancio Dentista,,(21) 98104-1333,,,,
FLB Odontologia - Dr Fabiano Labarba,http://www.flbodontologia.com.br/,(21) 3631-4445,,,,
Clinica Integrada Metamorfose,,(21) 99667-5794,,,,
Consultorio Odontologico Dra. Tatiana Santos,,(21) 97182-5166,,,,
Espaco Sorrir,,(21) 2637-2336,,,,
Clinica Sonho e Riso,https://bit.ly/sonhoerisoig,(21) 99334-1133,,,,
Buzzo Leal Odontologia | Bucomaxilofacial em Itaipuacu,http://www.instagram.com/rose_buzzo,(21) 97462-2315,,,,
